64		13073	15636	15636	9519
80 		15223	16516	16516	11111
100		17602	21465	21465	13374
120		19912	24824	24824	15720
150 	22037	28322	28322	17817
200		24071	34678	34678	20860
300 	26971	39499	39499	25871
400 	29329	40000	40000	30103
500		40000 	40000	40000	33610
600		40000	37200	40000	36371
750		40000	40000	40000	37910
1000	40000 	40000	40000	38710
1250	40000	40000	40000	38901
1500 	40000	40000	40000	38990
