27.31	5	0.5
32.77	8	0.9
40.96	10	0.8
54.61	10	0.2
68.27	30 	10
81.92	40	2
102.40	20	1
136.53	10	5
204.80	7	2.3
273.07	7	2.3
341.33	7	2.3
409.60	7	2.3
512.00	7	2.3
568.89	7	2.3
640.00	7	2.3

